genetic;length;mass;exercise;smoking;alcohol;lifespan;sugar;labels
83.1;194.0;91.1;1.8;9.4;4.2;81.8;6.2;0
85.5;193.0;96.3;0.1;10.5;4.6;81.7;8.1;0
73.8;192.0;96.2;2.8;17.4;0.3;72.8;5.1;0
85.3;173.0;62.4;2.3;1.4;0.6;86.5;4.4;0
97.2;187.0;95.7;4.8;0.8;0.7;98.7;7.0;0
79.6;163.0;82.7;1.8;0.1;4.8;79.2;8.4;0
80.3;164.0;67.2;1.9;13.1;3.8;76.4;1.1;0
90.7;186.0;86.6;2.4;1.6;5.9;91.1;5.4;0
85.9;171.0;99.4;1.5;0.1;5.2;84.9;7.4;0
83.4;193.0;85.8;3.2;18.2;0.1;79.0;3.8;0
71.7;207.0;52.4;2.2;11.4;0.5;70.0;8.9;0
77.4;162.0;82.6;1.3;17.4;0.7;71.6;6.4;0
93.4;176.0;109.3;1.4;2.0;1.0;92.6;4.5;0
79.7;191.0;86.6;3.2;8.6;0.2;79.6;3.6;0
79.2;190.0;76.9;3.4;6.5;4.8;78.4;4.4;0
82.0;178.0;126.5;1.5;1.5;1.9;80.2;7.2;0
93.2;186.0;67.0;2.1;1.6;2.1;93.3;6.7;0
92.6;157.0;75.2;1.8;6.1;4.5;89.6;5.4;0
73.9;195.0;84.0;1.6;6.8;4.0;71.9;10.4;0
84.1;190.0;95.7;1.8;16.6;2.6;79.4;4.3;0
76.5;186.0;114.6;4.6;17.1;0.9;77.8;8.2;0
89.9;187.0;63.6;3.8;5.5;0.7;90.1;10.2;0
80.3;187.0;144.0;1.1;5.0;0.5;78.1;5.9;0
74.2;173.0;102.9;2.9;10.4;0.5;72.9;5.7;0
84.5;184.0;69.3;2.3;17.1;1.6;80.0;10.5;0
71.2;192.0;51.6;1.0;4.4;0.1;70.2;3.5;0
91.9;181.0;77.9;3.1;17.0;4.6;84.8;2.6;0
84.8;185.0;111.8;2.6;22.1;1.8;81.4;4.3;0
67.5;204.0;91.6;4.5;0.3;4.2;69.7;12.9;0
72.0;172.0;100.6;2.5;15.2;1.2;69.4;2.7;0
78.2;182.0;119.6;2.4;15.4;0.8;72.5;6.6;0
81.7;179.0;71.2;2.2;16.9;4.7;78.6;11.0;0
70.2;205.0;79.9;3.7;15.6;1.2;65.9;8.4;0
84.4;174.0;145.8;1.7;9.7;0.6;78.7;7.1;0
84.8;184.0;93.1;1.4;1.7;1.7;84.6;4.2;0
77.9;161.0;99.4;1.8;12.5;4.2;74.6;5.2;0
82.6;198.0;108.1;1.7;1.0;0.6;83.2;9.0;0
82.8;180.0;106.9;2.0;10.7;1.0;80.1;11.3;0
80.4;170.0;91.6;1.7;7.7;2.8;77.8;4.8;0
75.2;200.0;84.8;0.2;16.9;4.2;69.9;6.4;0
85.9;177.0;58.5;1.5;21.7;0.1;81.5;3.4;0
64.9;187.0;70.6;1.5;13.8;5.9;61.1;7.0;0
77.3;167.0;98.2;1.7;14.3;4.0;71.5;9.7;0
91.7;183.0;107.4;1.4;0.1;0.8;91.4;6.4;0
101.8;197.0;57.3;4.5;0.1;4.0;103.2;12.6;-1
83.5;161.0;56.7;1.2;16.1;1.4;80.3;11.2;0
79.4;181.0;90.1;1.9;0.2;0.7;80.1;1.7;0
86.9;169.0;123.7;2.1;2.8;1.2;85.0;1.6;0
73.3;187.0;115.3;1.7;21.1;5.2;67.1;3.7;0
64.1;212.0;94.4;0.5;14.3;3.2;60.5;3.5;0
85.3;189.0;90.3;4.2;6.9;2.4;88.3;9.5;0
89.9;209.0;84.4;3.4;19.7;0.4;87.2;8.4;0
88.5;169.0;71.2;1.8;0.0;5.1;87.9;9.4;0
82.7;188.0;94.5;1.7;0.6;4.7;81.9;6.5;0
88.4;183.0;70.2;3.2;11.8;0.6;86.9;2.4;0
80.6;164.0;153.4;2.7;1.1;1.5;77.2;8.4;0
76.5;185.0;64.9;1.3;0.1;3.8;75.9;8.6;0
90.1;185.0;111.3;1.5;18.6;0.8;87.5;1.3;0
96.0;185.0;132.3;2.5;0.2;3.7;96.8;0.9;0
79.4;170.0;63.7;3.2;20.8;0.1;72.5;5.3;0
79.2;187.0;73.7;2.2;3.0;0.5;80.7;6.7;0
82.1;180.0;59.1;2.2;5.8;0.9;81.6;6.2;0
83.7;191.0;65.7;1.3;13.7;0.6;80.5;4.1;0
93.1;193.0;118.8;3.9;4.0;0.8;93.4;9.0;0
79.6;194.0;70.4;2.8;1.4;0.2;81.6;4.5;0
81.9;192.0;52.2;1.1;21.6;1.4;77.2;7.0;0
85.0;178.0;119.8;2.0;0.8;0.4;84.0;6.8;0
86.6;168.0;66.3;3.4;7.7;0.8;86.2;6.5;0
78.9;173.0;105.1;2.0;21.1;0.7;73.4;6.4;0
81.1;184.0;118.1;4.3;4.4;1.8;83.4;3.8;0
96.0;206.0;78.4;1.5;0.4;1.9;95.9;5.2;0
79.0;182.0;81.1;2.3;17.2;0.3;76.3;5.3;0
75.3;189.0;65.2;1.7;17.8;0.4;72.7;7.3;0
84.6;184.0;90.3;1.1;2.3;0.5;83.6;6.8;0
78.5;181.0;101.1;1.8;5.3;2.2;76.8;5.8;0
69.0;179.0;105.4;4.7;15.5;0.2;70.6;3.8;0
75.0;189.0;94.1;3.0;1.0;2.3;77.4;1.3;0
80.0;187.0;98.4;0.7;9.1;0.8;77.3;10.5;0
84.5;176.0;95.4;1.7;9.7;0.7;82.3;8.9;0
81.4;179.0;106.9;3.9;6.0;1.9;82.1;6.4;0
89.1;204.0;62.0;2.3;17.3;0.7;85.9;2.3;0
81.3;182.0;109.0;4.2;15.2;4.4;78.7;9.1;0
87.3;185.0;101.5;1.5;14.3;5.5;80.2;11.8;0
80.0;185.0;68.6;2.5;0.7;3.7;80.7;1.7;0
80.5;180.0;76.3;1.7;0.1;1.5;80.7;10.5;0
86.7;188.0;56.8;3.3;17.9;1.1;82.2;5.8;0
81.4;210.0;59.9;2.2;14.3;0.9;78.8;5.9;0
64.6;196.0;67.2;2.5;1.1;0.8;66.1;3.3;0
65.2;179.0;97.9;3.6;13.1;3.9;61.8;7.3;0
92.8;178.0;114.8;3.8;4.7;0.5;92.0;5.8;0
76.1;187.0;73.1;2.4;0.4;0.5;77.7;3.2;0
72.3;193.0;128.0;1.7;0.1;4.9;71.6;5.0;0
80.0;181.0;75.2;1.9;19.6;0.8;75.2;6.6;0
79.0;180.0;67.4;4.3;9.3;3.6;78.8;2.3;0
81.2;182.0;137.6;1.5;18.2;0.5;74.8;6.4;0
77.3;190.0;100.5;0.3;10.3;0.5;73.3;6.3;0
70.2;190.0;95.9;3.9;7.7;5.2;68.5;1.9;0
83.4;165.0;71.2;2.5;16.2;0.2;81.6;7.5;0
82.7;195.0;100.0;1.7;2.6;4.2;82.1;8.0;0
80.7;159.0;93.5;4.0;10.2;0.3;80.1;2.0;0
80.0;192.0;88.5;3.8;0.9;3.8;81.6;2.7;0
81.4;208.0;71.8;1.6;11.6;0.4;79.1;8.4;0
77.6;207.0;107.2;2.3;3.9;2.8;76.8;5.1;0
90.5;212.0;87.7;4.1;20.0;0.9;86.7;5.1;0
78.3;195.0;73.4;3.2;21.6;1.1;76.1;2.0;0
69.3;199.0;107.0;1.6;4.4;0.6;68.0;7.6;0
89.8;159.0;102.2;1.1;16.0;4.6;83.0;3.6;0
78.9;201.0;60.4;1.0;18.4;2.3;75.5;6.8;0
87.1;194.0;89.2;0.6;9.8;1.1;83.0;5.0;0
88.4;191.0;108.6;1.6;0.1;0.4;89.1;2.3;0
71.5;167.0;73.6;1.8;7.4;1.1;71.4;3.8;0
83.0;181.0;145.8;2.8;0.1;4.5;81.3;5.2;0
88.5;169.0;121.9;2.7;14.5;0.6;85.6;3.9;0
79.5;178.0;67.0;1.7;20.4;4.8;74.0;9.1;0
86.6;201.0;105.1;0.6;13.4;1.0;84.3;12.1;0
85.3;181.0;75.0;1.9;10.1;0.7;84.1;7.0;0
94.3;180.0;106.2;2.0;10.6;0.7;92.1;1.4;0
84.5;170.0;124.8;1.3;0.3;6.0;83.0;3.6;0
70.2;183.0;73.2;1.3;0.9;5.7;69.8;7.0;0
86.6;177.0;133.7;4.0;1.8;0.5;87.3;8.4;0
65.3;184.0;62.7;2.4;0.8;5.1;64.3;5.6;0
87.9;180.0;91.7;0.6;21.0;1.0;81.1;13.1;0
95.7;197.0;111.6;1.3;18.4;3.4;90.8;4.6;0
75.7;201.0;83.9;2.9;0.0;3.3;77.7;3.8;0
82.7;207.0;62.2;5.2;8.2;1.8;83.7;1.8;0
87.7;185.0;87.1;4.0;5.4;5.3;86.2;3.4;0
81.9;182.0;98.3;2.1;20.2;5.3;76.8;3.5;0
91.8;180.0;127.1;3.5;10.8;0.4;91.3;5.0;0
99.7;177.0;99.0;1.7;10.1;0.5;98.2;8.0;0
85.4;165.0;109.9;1.2;18.2;0.5;79.1;5.2;0
78.4;172.0;53.6;1.1;4.7;3.1;76.9;6.2;0
88.3;185.0;141.2;0.5;0.6;0.7;86.5;6.4;0
68.2;213.0;63.4;4.3;3.1;1.4;70.3;6.8;0
82.8;181.0;122.2;2.1;21.3;1.8;77.5;8.0;0
90.2;181.0;127.8;2.4;18.9;0.2;82.2;6.4;0
78.0;197.0;81.4;2.0;1.6;0.8;78.5;3.2;0
91.0;199.0;124.3;0.8;0.3;4.1;90.1;5.0;0
80.5;173.0;54.6;1.6;10.3;4.8;77.1;6.4;0
82.0;193.0;84.2;2.8;4.3;1.9;82.2;5.0;0
83.6;186.0;58.2;5.3;4.7;1.8;83.5;7.1;0
78.5;202.0;84.6;3.7;20.4;1.4;73.3;6.2;0
71.2;186.0;115.8;1.8;0.1;2.1;70.6;8.4;0
84.7;169.0;52.3;1.6;18.5;2.6;79.6;8.3;0
80.8;193.0;133.6;2.4;19.7;3.0;78.2;3.7;0
67.4;178.0;67.6;4.2;18.7;0.3;63.4;5.5;0
83.1;174.0;99.7;0.9;0.4;3.8;82.1;4.5;0
83.1;202.0;86.7;1.6;6.0;5.0;80.8;9.8;0
75.1;171.0;106.8;3.4;19.3;5.9;69.8;9.8;0
85.8;179.0;94.4;4.2;15.2;0.7;85.3;3.4;0
74.8;195.0;65.9;1.5;17.9;0.8;69.8;5.7;0
70.8;172.0;68.8;2.6;0.4;3.5;70.5;9.1;0
85.0;187.0;52.4;0.8;5.4;2.2;82.8;7.1;0
74.7;194.0;90.9;0.1;4.1;4.3;71.7;8.0;0
76.7;202.0;83.2;2.4;4.8;0.5;76.9;5.6;0
85.6;164.0;97.5;1.8;6.3;2.9;84.3;5.5;0
81.9;171.0;85.3;2.1;18.8;1.3;77.5;5.4;0
83.3;195.0;75.0;1.6;4.0;0.3;82.3;9.3;0
89.6;173.0;147.3;3.0;21.8;1.8;83.1;9.4;0
86.3;173.0;111.5;5.0;14.6;1.1;85.3;4.7;0
80.8;187.0;128.7;5.2;21.0;0.7;74.9;5.5;0
79.5;184.0;131.4;3.4;8.2;0.4;79.9;7.4;0
78.8;174.0;99.7;0.8;17.5;5.2;72.0;5.2;0
95.9;198.0;110.2;2.2;7.3;0.4;94.6;8.6;0
76.6;172.0;119.4;3.7;12.8;0.5;74.9;8.8;0
101.9;204.0;105.0;4.6;7.9;4.4;102.6;5.1;-1
88.6;178.0;93.6;1.4;13.5;0.4;84.1;10.0;0
91.5;197.0;123.1;1.1;4.4;0.4;90.3;6.3;0
96.1;198.0;72.9;1.6;0.3;0.6;97.1;12.1;0
80.8;200.0;70.4;1.5;0.2;0.4;80.9;9.6;0
86.6;199.0;133.7;1.2;13.5;5.0;79.4;9.6;0
64.1;171.0;105.9;2.3;14.6;4.7;60.0;11.0;0
85.9;174.0;89.7;1.2;0.3;0.2;85.5;9.5;0
84.9;185.0;67.9;1.7;9.7;4.4;81.9;9.4;0
80.7;183.0;63.5;0.8;0.6;0.3;80.7;6.6;0
66.9;177.0;92.7;2.3;2.2;0.5;67.2;3.1;0
85.6;186.0;53.9;1.8;7.8;1.2;85.3;3.7;0
83.6;199.0;74.3;0.8;1.5;3.0;83.1;7.9;0
83.7;176.0;68.8;1.9;1.5;5.0;82.7;9.6;0
75.7;155.0;102.0;2.0;6.5;1.3;72.2;9.0;0
84.9;200.0;84.6;2.4;10.7;4.2;83.2;9.1;0
77.6;180.0;85.0;2.1;10.2;2.2;74.6;5.6;0
84.0;193.0;89.9;1.7;13.9;1.3;78.9;4.7;0
69.2;178.0;125.8;2.1;10.4;0.1;65.7;4.1;0
73.6;194.0;125.3;0.6;5.0;3.9;70.9;10.1;0
82.8;204.0;95.3;0.5;11.2;3.9;78.7;9.4;0
77.6;175.0;82.7;1.2;15.9;1.6;72.7;4.1;0
67.9;195.0;76.1;4.4;0.1;0.5;72.8;2.6;0
87.6;198.0;104.2;3.4;13.3;3.7;85.4;5.5;0
91.9;189.0;109.8;1.3;5.6;4.0;90.5;9.0;0
80.2;185.0;144.1;2.1;8.6;5.2;74.9;9.5;0
80.8;178.0;90.3;2.5;10.4;1.0;80.2;8.6;0
77.7;185.0;73.9;2.5;9.7;3.3;75.2;9.7;0
80.6;174.0;74.5;1.5;21.1;2.4;75.0;9.4;0
73.9;196.0;62.4;1.3;11.9;5.2;71.0;7.8;0
75.7;195.0;117.3;2.2;7.1;1.3;73.7;4.1;0
79.9;206.0;92.9;2.7;9.5;0.4;78.7;5.2;0
78.4;176.0;107.6;1.7;7.6;1.9;75.9;5.3;0
82.9;204.0;126.6;1.9;4.5;1.2;81.4;5.8;0
78.2;212.0;60.6;1.9;8.1;2.1;76.2;2.9;0
93.7;177.0;106.5;2.9;6.8;0.1;93.7;6.7;0
88.2;196.0;94.8;1.0;0.1;2.3;88.1;4.6;0
64.8;204.0;121.3;3.3;19.9;3.5;60.8;1.8;0
72.7;179.0;66.7;2.1;17.1;1.2;70.2;8.0;0
83.7;199.0;115.1;2.3;3.2;0.6;83.7;3.7;0
83.3;184.0;94.9;0.6;5.8;0.7;81.5;6.1;0
78.1;179.0;86.1;2.5;21.5;1.4;73.0;6.6;0
74.8;164.0;92.5;3.8;15.6;5.6;70.3;7.8;0
98.4;171.0;54.9;1.2;0.3;4.4;97.2;6.7;0
92.4;191.0;116.1;3.7;20.6;2.1;88.4;7.8;0
83.9;206.0;70.3;0.7;0.7;2.6;82.9;8.8;0
70.9;186.0;84.6;1.9;1.0;4.1;71.4;2.1;0
74.6;198.0;102.3;3.5;2.4;2.7;74.8;9.3;0
78.4;198.0;130.8;1.8;0.2;0.5;79.0;5.0;0
85.6;184.0;94.8;2.4;0.3;0.9;86.0;7.3;0
94.2;189.0;66.1;1.8;1.0;0.6;94.9;8.7;0
64.3;185.0;109.5;0.6;6.9;0.7;62.9;1.2;0
75.7;176.0;77.5;2.0;20.9;4.5;69.5;10.1;0
93.5;161.0;77.3;2.3;1.5;5.9;92.9;4.6;0
84.2;196.0;161.7;1.1;16.6;0.7;77.1;4.6;0
73.1;183.0;66.3;4.4;13.0;0.3;72.8;12.0;0
81.3;201.0;121.0;3.1;13.8;4.7;76.5;8.7;0
72.3;182.0;87.8;2.5;21.0;4.8;68.3;10.2;0
95.9;189.0;88.4;1.8;9.7;0.3;94.1;8.9;0
80.0;191.0;115.7;2.2;19.9;1.7;75.3;5.4;0
74.0;174.0;101.8;1.8;12.7;0.2;71.2;11.0;0
83.3;175.0;65.4;1.0;1.1;1.2;83.4;1.9;0
88.4;166.0;78.3;1.3;16.2;1.3;84.6;6.5;0
72.0;188.0;107.7;2.1;15.6;5.1;68.1;5.1;0
77.9;187.0;65.4;2.8;6.3;5.7;76.1;7.8;0
75.8;183.0;91.8;0.4;0.6;1.0;75.1;5.3;0
86.2;191.0;85.5;3.0;0.1;5.1;86.1;9.8;0
85.8;205.0;73.0;1.4;0.2;1.0;86.6;6.1;0
75.7;195.0;122.3;3.3;11.9;4.3;72.9;7.2;0
82.8;198.0;90.7;2.0;0.3;4.3;83.1;3.6;0
87.1;183.0;69.4;2.9;2.1;2.0;88.4;3.6;0
89.1;185.0;89.3;3.1;5.2;1.0;89.7;5.3;0
82.2;188.0;120.2;2.6;12.8;0.2;79.7;6.1;0
77.5;170.0;95.8;1.6;5.6;2.1;76.1;8.0;0
92.5;172.0;62.8;1.1;4.0;1.1;91.1;9.2;0
91.4;185.0;59.8;1.5;0.2;5.7;90.8;4.0;0
84.6;193.0;85.1;2.0;7.4;2.0;83.5;5.4;0
76.3;183.0;61.9;1.8;13.3;2.6;72.9;4.5;0
80.4;198.0;124.6;0.1;14.4;4.9;74.9;3.6;0
78.7;201.0;125.5;3.1;7.2;4.3;77.9;6.9;0
82.2;197.0;116.9;2.1;14.0;4.6;79.1;5.8;0
82.5;171.0;99.3;2.2;18.1;0.3;78.7;6.9;0
69.7;211.0;95.5;3.1;3.4;0.1;71.0;4.9;0
66.4;180.0;58.3;3.7;20.7;5.5;64.0;5.9;0
80.4;170.0;83.3;3.2;4.5;0.1;81.2;5.4;0
73.7;192.0;113.9;1.2;0.9;0.2;73.7;2.7;0
84.1;185.0;52.5;3.6;16.4;2.1;83.2;3.7;0
84.2;211.0;97.8;1.3;2.6;0.4;83.9;11.6;0
82.5;182.0;88.5;0.2;12.6;1.1;79.5;7.4;0
86.5;206.0;84.5;1.8;19.6;3.4;79.5;13.1;0
75.6;205.0;71.6;2.4;18.6;3.5;74.1;4.2;0
90.0;176.0;87.3;3.6;0.5;0.8;92.7;7.5;0
82.4;204.0;158.5;5.3;0.1;0.7;84.8;7.0;0
80.7;194.0;110.2;2.4;15.5;4.9;73.7;11.7;0
91.4;174.0;70.2;1.9;17.2;1.2;87.6;6.0;0
83.1;166.0;106.8;3.8;10.5;5.3;81.4;11.8;0
91.9;208.0;86.6;1.7;6.2;0.3;90.2;10.3;0
86.4;188.0;87.8;4.5;0.0;0.3;88.8;12.4;0
86.0;172.0;103.6;1.3;16.4;0.9;78.6;8.0;0
82.5;182.0;145.1;1.5;0.3;0.6;80.8;10.2;0
87.0;177.0;94.8;2.8;0.9;0.7;88.3;5.9;0
87.2;196.0;56.1;0.9;15.3;3.3;84.1;8.0;0
83.7;171.0;120.7;2.6;9.6;1.5;82.3;10.9;0
83.2;178.0;98.0;2.7;18.1;5.8;78.2;2.1;0
70.9;195.0;70.6;2.5;8.6;0.4;70.2;3.8;0
95.4;176.0;62.5;2.1;0.4;0.8;96.6;8.8;0
86.7;178.0;139.0;3.7;0.4;2.3;86.9;8.0;0
85.1;168.0;118.5;1.9;13.9;3.0;79.0;5.7;0
80.6;188.0;90.5;1.9;0.9;3.6;80.0;2.3;0
84.5;174.0;70.4;2.8;14.5;0.4;81.3;4.6;0
77.7;174.0;88.6;4.0;0.6;4.4;78.8;5.3;0
79.0;168.0;58.7;4.5;21.7;2.3;78.2;8.2;0
76.0;171.0;71.2;0.3;18.0;3.9;71.1;4.7;0
81.9;177.0;81.5;1.8;4.9;3.3;81.0;2.8;0
74.6;180.0;101.4;3.6;11.6;5.1;72.4;5.7;0
82.2;188.0;99.9;2.9;20.4;0.4;80.8;3.7;0
81.5;171.0;121.2;1.6;19.8;1.5;74.5;6.4;0
84.2;158.0;160.9;1.3;0.0;2.7;77.0;6.1;0
64.1;208.0;91.1;2.8;11.8;0.6;63.8;5.6;0
82.2;199.0;65.2;5.0;12.4;3.4;81.3;2.1;0
77.6;171.0;103.8;3.0;0.1;4.6;76.9;5.0;0
77.7;207.0;65.6;0.4;0.4;1.5;77.3;6.7;0
82.3;165.0;102.6;1.7;10.7;0.4;78.9;8.2;0
88.4;192.0;75.7;2.2;18.8;4.4;81.8;6.0;0
83.1;168.0;105.5;1.2;16.9;1.6;79.3;4.9;0
100.6;182.0;92.5;1.0;12.9;0.4;97.1;10.4;0
79.3;180.0;71.3;3.0;9.8;2.7;79.4;6.6;0
89.9;195.0;107.6;2.1;6.3;0.4;89.2;11.2;0
72.6;177.0;78.1;2.9;16.2;0.9;71.1;6.6;0
75.2;198.0;72.3;2.3;15.3;3.5;71.8;5.7;0
81.3;178.0;59.9;2.0;13.6;0.9;78.9;5.6;0
81.4;182.0;113.6;4.7;7.2;1.6;84.4;5.0;0
78.0;187.0;121.9;0.8;4.3;0.7;75.7;5.6;0
79.9;195.0;50.0;3.1;0.6;0.6;82.6;2.9;0
81.9;179.0;116.9;2.7;13.5;0.2;79.5;12.9;0
76.6;201.0;108.7;4.6;13.7;0.2;73.6;8.6;0
95.1;193.0;53.2;1.0;4.6;0.5;94.1;7.0;0
89.6;156.0;112.4;3.1;10.4;1.8;86.7;1.6;0
85.3;194.0;113.5;2.3;13.5;4.4;81.3;9.2;0
77.9;174.0;117.6;1.9;13.3;5.5;73.8;12.4;0
94.7;168.0;79.0;0.2;14.1;1.7;89.2;11.7;0
80.6;213.0;62.3;1.4;20.0;0.5;76.4;5.7;0
67.6;176.0;64.5;3.2;12.2;1.3;66.1;7.2;0
88.7;190.0;112.9;3.8;8.9;0.5;88.4;2.9;0
86.0;195.0;104.0;2.1;19.7;0.5;82.8;10.2;0
83.1;187.0;128.7;2.7;15.9;0.2;79.1;7.3;0
70.7;168.0;85.1;1.7;11.9;3.7;67.7;9.9;0
83.4;185.0;82.1;2.7;18.2;1.6;79.6;4.8;0
80.6;179.0;85.9;2.1;5.9;0.9;81.2;7.0;0
75.0;188.0;80.1;0.1;0.7;1.3;74.2;6.4;0
78.6;205.0;95.7;1.8;22.0;0.6;74.1;3.7;0
84.3;176.0;123.7;2.3;0.3;1.4;82.6;4.6;0
77.4;167.0;62.3;3.0;1.2;0.4;79.1;8.9;0
83.6;188.0;72.7;2.2;20.4;0.3;76.5;5.4;0
80.9;186.0;112.9;2.0;4.8;0.9;80.3;4.7;0
86.0;163.0;78.5;4.7;4.3;4.9;88.1;8.9;0
89.3;180.0;77.9;4.4;8.8;0.7;90.5;4.8;0
77.3;200.0;122.8;2.1;8.6;0.2;75.5;10.7;0
77.4;202.0;126.8;4.5;2.4;4.0;78.2;5.7;0
82.7;199.0;115.7;1.6;2.3;2.9;82.0;3.5;0
83.8;191.0;134.3;1.6;3.3;0.4;83.4;4.0;0
83.9;181.0;53.1;2.9;2.0;1.6;84.6;3.7;0
70.7;187.0;115.8;5.4;5.7;3.6;72.9;2.7;0
80.1;205.0;64.2;3.2;0.4;5.1;82.4;6.3;0
85.2;200.0;67.4;3.6;6.9;5.6;85.0;5.2;0
80.4;184.0;69.7;2.9;21.2;1.0;77.9;3.6;0
80.3;170.0;132.4;1.8;5.1;1.6;77.0;4.2;0
87.6;169.0;65.4;2.3;21.8;2.0;78.5;9.4;0
87.7;181.0;79.8;1.9;17.2;1.2;83.4;7.1;0
86.3;184.0;63.1;2.1;0.8;4.8;86.5;5.5;0
85.1;178.0;111.3;1.8;11.1;2.3;82.4;3.0;0
90.3;175.0;142.6;1.5;0.3;1.8;88.0;4.7;0
83.7;186.0;116.8;2.4;21.3;1.3;78.0;10.4;0
64.2;184.0;51.7;2.6;6.9;2.0;63.3;5.1;0
73.8;188.0;162.4;2.2;4.6;2.5;69.8;5.1;0
77.9;192.0;135.9;1.5;17.7;2.2;73.2;6.4;0
83.6;180.0;122.5;3.4;8.5;0.4;84.0;4.0;0
71.0;176.0;108.2;5.1;20.7;4.5;65.1;10.9;0
97.9;173.0;113.4;1.2;3.8;0.5;96.3;4.6;0
67.3;174.0;135.3;5.3;0.1;5.3;67.6;10.9;0
82.0;198.0;59.8;2.6;2.6;5.3;81.4;9.7;0
68.9;196.0;85.3;2.4;17.3;1.3;65.6;4.1;0
77.1;155.0;72.1;1.7;18.2;1.3;73.0;7.8;0
84.1;167.0;120.9;5.3;10.8;4.7;82.0;6.4;0
77.2;200.0;120.9;1.3;13.2;2.0;71.8;11.8;0
87.9;186.0;82.6;1.0;13.0;0.4;84.8;10.0;0
74.9;172.0;59.8;1.1;14.3;1.4;70.7;4.6;0
77.4;197.0;80.0;3.0;7.2;5.5;78.4;6.3;0
82.8;206.0;71.4;3.0;0.5;0.8;83.4;11.4;0
80.5;164.0;70.8;2.8;15.5;1.9;77.6;6.1;0
72.6;177.0;60.8;1.4;20.9;5.7;67.5;2.3;0
83.0;182.0;110.3;1.7;0.0;4.9;81.9;9.3;0
76.1;206.0;72.0;1.0;1.8;1.6;75.6;7.1;0
72.3;169.0;114.4;2.8;17.2;3.4;68.4;2.8;0
78.0;192.0;86.5;0.4;2.6;4.6;76.5;7.0;0
91.7;170.0;92.8;3.0;18.4;4.4;85.8;10.4;0
97.9;175.0;84.0;1.6;19.1;0.4;94.6;6.2;0
89.8;181.0;67.3;3.5;9.8;0.6;90.7;7.5;0
83.0;169.0;73.9;3.5;10.4;0.6;81.6;8.8;0
87.2;205.0;68.4;1.7;0.3;1.5;88.1;2.2;0
83.8;188.0;135.8;1.7;1.4;0.4;82.5;6.5;0
75.1;178.0;142.5;3.3;11.0;0.3;72.1;4.5;0
86.0;171.0;72.1;3.2;0.2;4.8;88.4;0.8;0
89.3;171.0;80.9;1.8;5.6;1.3;88.3;4.8;0
74.1;199.0;83.3;1.9;20.2;0.9;71.0;3.9;0
81.9;208.0;81.1;1.4;1.0;5.9;81.1;9.4;0
76.9;202.0;83.1;3.1;17.7;0.3;73.4;13.2;0
85.8;198.0;74.8;5.1;4.1;4.2;87.0;2.8;0
83.0;176.0;54.7;4.5;18.4;1.3;79.1;7.9;0
91.6;183.0;68.9;4.0;13.7;0.8;89.3;8.6;0
86.5;179.0;110.8;0.7;4.1;0.5;84.8;5.0;0
78.4;169.0;56.2;1.8;10.1;0.3;76.8;9.2;0
75.1;193.0;124.4;1.0;11.1;1.6;70.6;6.2;0
79.1;181.0;86.7;2.4;3.3;2.0;79.8;4.1;0
79.5;166.0;144.6;2.4;4.3;5.2;73.2;9.0;0
96.0;201.0;143.1;1.4;10.0;0.9;93.3;6.1;0
95.8;194.0;151.8;3.9;0.2;3.5;97.5;3.9;0
74.5;179.0;89.9;0.7;3.4;0.3;73.0;8.7;0
79.6;182.0;97.0;4.0;1.7;5.2;79.2;3.0;0
89.5;197.0;160.5;4.2;12.8;4.5;85.5;12.2;0
70.1;185.0;87.6;1.6;3.6;3.2;70.0;10.4;0
93.6;178.0;102.9;1.5;20.0;0.4;89.9;8.3;0
83.3;192.0;87.0;1.6;8.7;0.3;80.5;11.1;0
84.9;208.0;111.3;1.8;0.5;5.2;84.0;6.3;0
91.8;174.0;127.8;4.5;13.4;2.6;92.0;10.4;0
78.8;193.0;121.6;2.0;13.4;1.6;75.0;7.6;0
84.2;194.0;66.8;4.0;14.8;2.6;83.2;2.6;0
100.1;182.0;74.5;2.0;20.0;1.1;94.7;4.9;0
90.2;184.0;98.8;3.4;21.8;0.4;87.4;8.0;0
89.3;186.0;74.5;1.7;17.7;5.2;84.3;7.9;0
64.6;184.0;135.1;4.5;7.2;4.3;64.3;7.6;0
102.1;191.0;95.5;2.5;19.3;0.8;99.6;8.3;0
94.3;172.0;150.9;0.8;10.3;3.9;87.9;10.1;0
81.4;169.0;107.4;4.0;16.3;3.8;76.7;7.0;0
76.6;173.0;65.5;3.9;17.6;4.9;70.8;10.3;0
84.9;193.0;131.8;1.8;7.9;4.0;81.8;7.0;0
85.6;197.0;98.8;2.8;16.5;4.3;82.2;6.4;0
83.0;190.0;112.5;3.2;8.7;4.3;80.3;10.0;0
81.6;192.0;137.1;0.9;16.7;1.9;75.8;6.6;0
93.3;200.0;119.7;1.6;0.3;0.4;94.5;4.1;0
77.1;174.0;127.6;5.3;7.5;0.7;76.3;5.7;0
72.8;198.0;112.5;3.0;5.0;1.2;72.2;10.5;0
77.3;178.0;109.5;3.9;10.0;0.0;76.4;4.8;0
85.4;176.0;107.6;2.2;16.4;0.6;82.1;11.0;0
75.8;189.0;81.9;3.0;1.1;0.3;77.6;3.8;0
91.6;168.0;92.2;1.1;15.4;2.1;87.7;1.2;0
