,genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
409,83.1,194.0,91.1,1.8,9.4,4.2,6.2,81.8
410,85.5,193.0,96.3,0.1,10.5,4.6,8.1,81.7
411,73.8,192.0,96.2,2.8,17.4,0.3,5.1,72.8
412,85.3,173.0,62.4,2.3,1.4,0.6,4.4,86.5
413,97.2,187.0,95.7,4.8,0.8,0.7,7.0,98.7
414,79.6,163.0,82.7,1.8,0.1,4.8,8.4,79.2
415,80.3,164.0,67.2,1.9,13.1,3.8,1.1,76.4
416,90.7,186.0,86.6,2.4,1.6,5.9,5.4,91.1
417,85.9,171.0,99.4,1.5,0.1,5.2,7.4,84.9
418,83.4,193.0,85.8,3.2,18.2,0.1,3.8,79.0
419,71.7,207.0,52.4,2.2,11.4,0.5,8.9,70.0
420,77.4,162.0,82.6,1.3,17.4,0.7,6.4,71.6
421,93.4,176.0,109.3,1.4,2.0,1.0,4.5,92.6
422,79.7,191.0,86.6,3.2,8.6,0.2,3.6,79.6
423,79.2,190.0,76.9,3.4,6.5,4.8,4.4,78.4
424,82.0,178.0,126.5,1.5,1.5,1.9,7.2,80.2
425,93.2,186.0,67.0,2.1,1.6,2.1,6.7,93.3
426,92.6,157.0,75.2,1.8,6.1,4.5,5.4,89.6
427,73.9,195.0,84.0,1.6,6.8,4.0,10.4,71.9
428,84.1,190.0,95.7,1.8,16.6,2.6,4.3,79.4
429,76.5,186.0,114.6,4.6,17.1,0.9,8.2,77.8
430,89.9,187.0,63.6,3.8,5.5,0.7,10.2,90.1
431,80.3,187.0,144.0,1.1,5.0,0.5,5.9,78.1
432,74.2,173.0,102.9,2.9,10.4,0.5,5.7,72.9
433,84.5,184.0,69.3,2.3,17.1,1.6,10.5,80.0
434,71.2,192.0,51.6,1.0,4.4,0.1,3.5,70.2
435,91.9,181.0,77.9,3.1,17.0,4.6,2.6,84.8
436,84.8,185.0,111.8,2.6,22.1,1.8,4.3,81.4
437,67.5,204.0,91.6,4.5,0.3,4.2,12.9,69.7
438,72.0,172.0,100.6,2.5,15.2,1.2,2.7,69.4
439,78.2,182.0,119.6,2.4,15.4,0.8,6.6,72.5
440,81.7,179.0,71.2,2.2,16.9,4.7,11.0,78.6
441,70.2,205.0,79.9,3.7,15.6,1.2,8.4,65.9
442,84.4,174.0,145.8,1.7,9.7,0.6,7.1,78.7
443,84.8,184.0,93.1,1.4,1.7,1.7,4.2,84.6
444,77.9,161.0,99.4,1.8,12.5,4.2,5.2,74.6
445,82.6,198.0,108.1,1.7,1.0,0.6,9.0,83.2
446,82.8,180.0,106.9,2.0,10.7,1.0,11.3,80.1
447,80.4,170.0,91.6,1.7,7.7,2.8,4.8,77.8
448,75.2,200.0,84.8,0.2,16.9,4.2,6.4,69.9
449,85.9,177.0,58.5,1.5,21.7,0.1,3.4,81.5
450,64.9,187.0,70.6,1.5,13.8,5.9,7.0,61.1
451,77.3,167.0,98.2,1.7,14.3,4.0,9.7,71.5
452,91.7,183.0,107.4,1.4,0.1,0.8,6.4,91.4
453,101.8,197.0,57.3,4.5,0.1,4.0,12.6,103.2
454,83.5,161.0,56.7,1.2,16.1,1.4,11.2,80.3
455,79.4,181.0,90.1,1.9,0.2,0.7,1.7,80.1
456,86.9,169.0,123.7,2.1,2.8,1.2,1.6,85.0
457,73.3,187.0,115.3,1.7,21.1,5.2,3.7,67.1
458,64.1,212.0,94.4,0.5,14.3,3.2,3.5,60.5
459,85.3,189.0,90.3,4.2,6.9,2.4,9.5,88.3
460,89.9,209.0,84.4,3.4,19.7,0.4,8.4,87.2
461,88.5,169.0,71.2,1.8,0.0,5.1,9.4,87.9
462,82.7,188.0,94.5,1.7,0.6,4.7,6.5,81.9
463,88.4,183.0,70.2,3.2,11.8,0.6,2.4,86.9
464,80.6,164.0,153.4,2.7,1.1,1.5,8.4,77.2
465,76.5,185.0,64.9,1.3,0.1,3.8,8.6,75.9
466,90.1,185.0,111.3,1.5,18.6,0.8,1.3,87.5
467,96.0,185.0,132.3,2.5,0.2,3.7,0.9,96.8
468,79.4,170.0,63.7,3.2,20.8,0.1,5.3,72.5
469,79.2,187.0,73.7,2.2,3.0,0.5,6.7,80.7
470,82.1,180.0,59.1,2.2,5.8,0.9,6.2,81.6
471,83.7,191.0,65.7,1.3,13.7,0.6,4.1,80.5
472,93.1,193.0,118.8,3.9,4.0,0.8,9.0,93.4
473,79.6,194.0,70.4,2.8,1.4,0.2,4.5,81.6
474,81.9,192.0,52.2,1.1,21.6,1.4,7.0,77.2
475,85.0,178.0,119.8,2.0,0.8,0.4,6.8,84.0
476,86.6,168.0,66.3,3.4,7.7,0.8,6.5,86.2
477,78.9,173.0,105.1,2.0,21.1,0.7,6.4,73.4
478,81.1,184.0,118.1,4.3,4.4,1.8,3.8,83.4
479,96.0,206.0,78.4,1.5,0.4,1.9,5.2,95.9
480,79.0,182.0,81.1,2.3,17.2,0.3,5.3,76.3
481,75.3,189.0,65.2,1.7,17.8,0.4,7.3,72.7
482,84.6,184.0,90.3,1.1,2.3,0.5,6.8,83.6
483,78.5,181.0,101.1,1.8,5.3,2.2,5.8,76.8
484,69.0,179.0,105.4,4.7,15.5,0.2,3.8,70.6
485,75.0,189.0,94.1,3.0,1.0,2.3,1.3,77.4
486,80.0,187.0,98.4,0.7,9.1,0.8,10.5,77.3
487,84.5,176.0,95.4,1.7,9.7,0.7,8.9,82.3
488,81.4,179.0,106.9,3.9,6.0,1.9,6.4,82.1
489,89.1,204.0,62.0,2.3,17.3,0.7,2.3,85.9
490,81.3,182.0,109.0,4.2,15.2,4.4,9.1,78.7
491,87.3,185.0,101.5,1.5,14.3,5.5,11.8,80.2
492,80.0,185.0,68.6,2.5,0.7,3.7,1.7,80.7
493,80.5,180.0,76.3,1.7,0.1,1.5,10.5,80.7
494,86.7,188.0,56.8,3.3,17.9,1.1,5.8,82.2
495,81.4,210.0,59.9,2.2,14.3,0.9,5.9,78.8
496,64.6,196.0,67.2,2.5,1.1,0.8,3.3,66.1
497,65.2,179.0,97.9,3.6,13.1,3.9,7.3,61.8
498,92.8,178.0,114.8,3.8,4.7,0.5,5.8,92.0
499,76.1,187.0,73.1,2.4,0.4,0.5,3.2,77.7
500,72.3,193.0,128.0,1.7,0.1,4.9,5.0,71.6
501,80.0,181.0,75.2,1.9,19.6,0.8,6.6,75.2
502,79.0,180.0,67.4,4.3,9.3,3.6,2.3,78.8
503,81.2,182.0,137.6,1.5,18.2,0.5,6.4,74.8
504,77.3,190.0,100.5,0.3,10.3,0.5,6.3,73.3
505,70.2,190.0,95.9,3.9,7.7,5.2,1.9,68.5
506,83.4,165.0,71.2,2.5,16.2,0.2,7.5,81.6
507,82.7,195.0,100.0,1.7,2.6,4.2,8.0,82.1
508,80.7,159.0,93.5,4.0,10.2,0.3,2.0,80.1
509,80.0,192.0,88.5,3.8,0.9,3.8,2.7,81.6
510,81.4,208.0,71.8,1.6,11.6,0.4,8.4,79.1
511,77.6,207.0,107.2,2.3,3.9,2.8,5.1,76.8
512,90.5,212.0,87.7,4.1,20.0,0.9,5.1,86.7
513,78.3,195.0,73.4,3.2,21.6,1.1,2.0,76.1
514,69.3,199.0,107.0,1.6,4.4,0.6,7.6,68.0
515,89.8,159.0,102.2,1.1,16.0,4.6,3.6,83.0
516,78.9,201.0,60.4,1.0,18.4,2.3,6.8,75.5
517,87.1,194.0,89.2,0.6,9.8,1.1,5.0,83.0
518,88.4,191.0,108.6,1.6,0.1,0.4,2.3,89.1
519,71.5,167.0,73.6,1.8,7.4,1.1,3.8,71.4
520,83.0,181.0,145.8,2.8,0.1,4.5,5.2,81.3
521,88.5,169.0,121.9,2.7,14.5,0.6,3.9,85.6
522,79.5,178.0,67.0,1.7,20.4,4.8,9.1,74.0
523,86.6,201.0,105.1,0.6,13.4,1.0,12.1,84.3
524,85.3,181.0,75.0,1.9,10.1,0.7,7.0,84.1
525,94.3,180.0,106.2,2.0,10.6,0.7,1.4,92.1
526,84.5,170.0,124.8,1.3,0.3,6.0,3.6,83.0
527,70.2,183.0,73.2,1.3,0.9,5.7,7.0,69.8
528,86.6,177.0,133.7,4.0,1.8,0.5,8.4,87.3
529,65.3,184.0,62.7,2.4,0.8,5.1,5.6,64.3
530,87.9,180.0,91.7,0.6,21.0,1.0,13.1,81.1
531,95.7,197.0,111.6,1.3,18.4,3.4,4.6,90.8
532,75.7,201.0,83.9,2.9,0.0,3.3,3.8,77.7
533,82.7,207.0,62.2,5.2,8.2,1.8,1.8,83.7
534,87.7,185.0,87.1,4.0,5.4,5.3,3.4,86.2
535,81.9,182.0,98.3,2.1,20.2,5.3,3.5,76.8
536,91.8,180.0,127.1,3.5,10.8,0.4,5.0,91.3
537,99.7,177.0,99.0,1.7,10.1,0.5,8.0,98.2
538,85.4,165.0,109.9,1.2,18.2,0.5,5.2,79.1
539,78.4,172.0,53.6,1.1,4.7,3.1,6.2,76.9
540,88.3,185.0,141.2,0.5,0.6,0.7,6.4,86.5
541,68.2,213.0,63.4,4.3,3.1,1.4,6.8,70.3
542,82.8,181.0,122.2,2.1,21.3,1.8,8.0,77.5
543,90.2,181.0,127.8,2.4,18.9,0.2,6.4,82.2
544,78.0,197.0,81.4,2.0,1.6,0.8,3.2,78.5
545,91.0,199.0,124.3,0.8,0.3,4.1,5.0,90.1
546,80.5,173.0,54.6,1.6,10.3,4.8,6.4,77.1
547,82.0,193.0,84.2,2.8,4.3,1.9,5.0,82.2
548,83.6,186.0,58.2,5.3,4.7,1.8,7.1,83.5
549,78.5,202.0,84.6,3.7,20.4,1.4,6.2,73.3
550,71.2,186.0,115.8,1.8,0.1,2.1,8.4,70.6
551,84.7,169.0,52.3,1.6,18.5,2.6,8.3,79.6
552,80.8,193.0,133.6,2.4,19.7,3.0,3.7,78.2
553,67.4,178.0,67.6,4.2,18.7,0.3,5.5,63.4
554,83.1,174.0,99.7,0.9,0.4,3.8,4.5,82.1
555,83.1,202.0,86.7,1.6,6.0,5.0,9.8,80.8
556,75.1,171.0,106.8,3.4,19.3,5.9,9.8,69.8
557,85.8,179.0,94.4,4.2,15.2,0.7,3.4,85.3
558,74.8,195.0,65.9,1.5,17.9,0.8,5.7,69.8
559,70.8,172.0,68.8,2.6,0.4,3.5,9.1,70.5
560,85.0,187.0,52.4,0.8,5.4,2.2,7.1,82.8
561,74.7,194.0,90.9,0.1,4.1,4.3,8.0,71.7
562,76.7,202.0,83.2,2.4,4.8,0.5,5.6,76.9
563,85.6,164.0,97.5,1.8,6.3,2.9,5.5,84.3
564,81.9,171.0,85.3,2.1,18.8,1.3,5.4,77.5
565,83.3,195.0,75.0,1.6,4.0,0.3,9.3,82.3
566,89.6,173.0,147.3,3.0,21.8,1.8,9.4,83.1
567,86.3,173.0,111.5,5.0,14.6,1.1,4.7,85.3
568,80.8,187.0,128.7,5.2,21.0,0.7,5.5,74.9
569,79.5,184.0,131.4,3.4,8.2,0.4,7.4,79.9
570,78.8,174.0,99.7,0.8,17.5,5.2,5.2,72.0
571,95.9,198.0,110.2,2.2,7.3,0.4,8.6,94.6
572,76.6,172.0,119.4,3.7,12.8,0.5,8.8,74.9
573,101.9,204.0,105.0,4.6,7.9,4.4,5.1,102.6
574,88.6,178.0,93.6,1.4,13.5,0.4,10.0,84.1
575,91.5,197.0,123.1,1.1,4.4,0.4,6.3,90.3
576,96.1,198.0,72.9,1.6,0.3,0.6,12.1,97.1
577,80.8,200.0,70.4,1.5,0.2,0.4,9.6,80.9
578,86.6,199.0,133.7,1.2,13.5,5.0,9.6,79.4
579,64.1,171.0,105.9,2.3,14.6,4.7,11.0,60.0
580,85.9,174.0,89.7,1.2,0.3,0.2,9.5,85.5
581,84.9,185.0,67.9,1.7,9.7,4.4,9.4,81.9
582,80.7,183.0,63.5,0.8,0.6,0.3,6.6,80.7
583,66.9,177.0,92.7,2.3,2.2,0.5,3.1,67.2
584,85.6,186.0,53.9,1.8,7.8,1.2,3.7,85.3
585,83.6,199.0,74.3,0.8,1.5,3.0,7.9,83.1
586,83.7,176.0,68.8,1.9,1.5,5.0,9.6,82.7
587,75.7,155.0,102.0,2.0,6.5,1.3,9.0,72.2
588,84.9,200.0,84.6,2.4,10.7,4.2,9.1,83.2
589,77.6,180.0,85.0,2.1,10.2,2.2,5.6,74.6
590,84.0,193.0,89.9,1.7,13.9,1.3,4.7,78.9
591,69.2,178.0,125.8,2.1,10.4,0.1,4.1,65.7
592,73.6,194.0,125.3,0.6,5.0,3.9,10.1,70.9
593,82.8,204.0,95.3,0.5,11.2,3.9,9.4,78.7
594,77.6,175.0,82.7,1.2,15.9,1.6,4.1,72.7
595,67.9,195.0,76.1,4.4,0.1,0.5,2.6,72.8
596,87.6,198.0,104.2,3.4,13.3,3.7,5.5,85.4
597,91.9,189.0,109.8,1.3,5.6,4.0,9.0,90.5
598,80.2,185.0,144.1,2.1,8.6,5.2,9.5,74.9
599,80.8,178.0,90.3,2.5,10.4,1.0,8.6,80.2
600,77.7,185.0,73.9,2.5,9.7,3.3,9.7,75.2
601,80.6,174.0,74.5,1.5,21.1,2.4,9.4,75.0
602,73.9,196.0,62.4,1.3,11.9,5.2,7.8,71.0
603,75.7,195.0,117.3,2.2,7.1,1.3,4.1,73.7
604,79.9,206.0,92.9,2.7,9.5,0.4,5.2,78.7
605,78.4,176.0,107.6,1.7,7.6,1.9,5.3,75.9
606,82.9,204.0,126.6,1.9,4.5,1.2,5.8,81.4
607,78.2,212.0,60.6,1.9,8.1,2.1,2.9,76.2
608,93.7,177.0,106.5,2.9,6.8,0.1,6.7,93.7
609,88.2,196.0,94.8,1.0,0.1,2.3,4.6,88.1
610,64.8,204.0,121.3,3.3,19.9,3.5,1.8,60.8
611,72.7,179.0,66.7,2.1,17.1,1.2,8.0,70.2
612,83.7,199.0,115.1,2.3,3.2,0.6,3.7,83.7
613,83.3,184.0,94.9,0.6,5.8,0.7,6.1,81.5
614,78.1,179.0,86.1,2.5,21.5,1.4,6.6,73.0
615,74.8,164.0,92.5,3.8,15.6,5.6,7.8,70.3
616,98.4,171.0,54.9,1.2,0.3,4.4,6.7,97.2
617,92.4,191.0,116.1,3.7,20.6,2.1,7.8,88.4
618,83.9,206.0,70.3,0.7,0.7,2.6,8.8,82.9
619,70.9,186.0,84.6,1.9,1.0,4.1,2.1,71.4
620,74.6,198.0,102.3,3.5,2.4,2.7,9.3,74.8
621,78.4,198.0,130.8,1.8,0.2,0.5,5.0,79.0
622,85.6,184.0,94.8,2.4,0.3,0.9,7.3,86.0
623,94.2,189.0,66.1,1.8,1.0,0.6,8.7,94.9
624,64.3,185.0,109.5,0.6,6.9,0.7,1.2,62.9
625,75.7,176.0,77.5,2.0,20.9,4.5,10.1,69.5
626,93.5,161.0,77.3,2.3,1.5,5.9,4.6,92.9
627,84.2,196.0,161.7,1.1,16.6,0.7,4.6,77.1
628,73.1,183.0,66.3,4.4,13.0,0.3,12.0,72.8
629,81.3,201.0,121.0,3.1,13.8,4.7,8.7,76.5
630,72.3,182.0,87.8,2.5,21.0,4.8,10.2,68.3
631,95.9,189.0,88.4,1.8,9.7,0.3,8.9,94.1
632,80.0,191.0,115.7,2.2,19.9,1.7,5.4,75.3
633,74.0,174.0,101.8,1.8,12.7,0.2,11.0,71.2
634,83.3,175.0,65.4,1.0,1.1,1.2,1.9,83.4
635,88.4,166.0,78.3,1.3,16.2,1.3,6.5,84.6
636,72.0,188.0,107.7,2.1,15.6,5.1,5.1,68.1
637,77.9,187.0,65.4,2.8,6.3,5.7,7.8,76.1
638,75.8,183.0,91.8,0.4,0.6,1.0,5.3,75.1
639,86.2,191.0,85.5,3.0,0.1,5.1,9.8,86.1
640,85.8,205.0,73.0,1.4,0.2,1.0,6.1,86.6
641,75.7,195.0,122.3,3.3,11.9,4.3,7.2,72.9
642,82.8,198.0,90.7,2.0,0.3,4.3,3.6,83.1
643,87.1,183.0,69.4,2.9,2.1,2.0,3.6,88.4
644,89.1,185.0,89.3,3.1,5.2,1.0,5.3,89.7
645,82.2,188.0,120.2,2.6,12.8,0.2,6.1,79.7
646,77.5,170.0,95.8,1.6,5.6,2.1,8.0,76.1
647,92.5,172.0,62.8,1.1,4.0,1.1,9.2,91.1
648,91.4,185.0,59.8,1.5,0.2,5.7,4.0,90.8
649,84.6,193.0,85.1,2.0,7.4,2.0,5.4,83.5
650,76.3,183.0,61.9,1.8,13.3,2.6,4.5,72.9
651,80.4,198.0,124.6,0.1,14.4,4.9,3.6,74.9
652,78.7,201.0,125.5,3.1,7.2,4.3,6.9,77.9
653,82.2,197.0,116.9,2.1,14.0,4.6,5.8,79.1
654,82.5,171.0,99.3,2.2,18.1,0.3,6.9,78.7
655,69.7,211.0,95.5,3.1,3.4,0.1,4.9,71.0
656,66.4,180.0,58.3,3.7,20.7,5.5,5.9,64.0
657,80.4,170.0,83.3,3.2,4.5,0.1,5.4,81.2
658,73.7,192.0,113.9,1.2,0.9,0.2,2.7,73.7
659,84.1,185.0,52.5,3.6,16.4,2.1,3.7,83.2
660,84.2,211.0,97.8,1.3,2.6,0.4,11.6,83.9
661,82.5,182.0,88.5,0.2,12.6,1.1,7.4,79.5
662,86.5,206.0,84.5,1.8,19.6,3.4,13.1,79.5
663,75.6,205.0,71.6,2.4,18.6,3.5,4.2,74.1
664,90.0,176.0,87.3,3.6,0.5,0.8,7.5,92.7
665,82.4,204.0,158.5,5.3,0.1,0.7,7.0,84.8
666,80.7,194.0,110.2,2.4,15.5,4.9,11.7,73.7
667,91.4,174.0,70.2,1.9,17.2,1.2,6.0,87.6
668,83.1,166.0,106.8,3.8,10.5,5.3,11.8,81.4
669,91.9,208.0,86.6,1.7,6.2,0.3,10.3,90.2
670,86.4,188.0,87.8,4.5,0.0,0.3,12.4,88.8
671,86.0,172.0,103.6,1.3,16.4,0.9,8.0,78.6
672,82.5,182.0,145.1,1.5,0.3,0.6,10.2,80.8
673,87.0,177.0,94.8,2.8,0.9,0.7,5.9,88.3
674,87.2,196.0,56.1,0.9,15.3,3.3,8.0,84.1
675,83.7,171.0,120.7,2.6,9.6,1.5,10.9,82.3
676,83.2,178.0,98.0,2.7,18.1,5.8,2.1,78.2
677,70.9,195.0,70.6,2.5,8.6,0.4,3.8,70.2
678,95.4,176.0,62.5,2.1,0.4,0.8,8.8,96.6
679,86.7,178.0,139.0,3.7,0.4,2.3,8.0,86.9
680,85.1,168.0,118.5,1.9,13.9,3.0,5.7,79.0
681,80.6,188.0,90.5,1.9,0.9,3.6,2.3,80.0
682,84.5,174.0,70.4,2.8,14.5,0.4,4.6,81.3
683,77.7,174.0,88.6,4.0,0.6,4.4,5.3,78.8
684,79.0,168.0,58.7,4.5,21.7,2.3,8.2,78.2
685,76.0,171.0,71.2,0.3,18.0,3.9,4.7,71.1
686,81.9,177.0,81.5,1.8,4.9,3.3,2.8,81.0
687,74.6,180.0,101.4,3.6,11.6,5.1,5.7,72.4
688,82.2,188.0,99.9,2.9,20.4,0.4,3.7,80.8
689,81.5,171.0,121.2,1.6,19.8,1.5,6.4,74.5
690,84.2,158.0,160.9,1.3,0.0,2.7,6.1,77.0
691,64.1,208.0,91.1,2.8,11.8,0.6,5.6,63.8
692,82.2,199.0,65.2,5.0,12.4,3.4,2.1,81.3
693,77.6,171.0,103.8,3.0,0.1,4.6,5.0,76.9
694,77.7,207.0,65.6,0.4,0.4,1.5,6.7,77.3
695,82.3,165.0,102.6,1.7,10.7,0.4,8.2,78.9
696,88.4,192.0,75.7,2.2,18.8,4.4,6.0,81.8
697,83.1,168.0,105.5,1.2,16.9,1.6,4.9,79.3
698,100.6,182.0,92.5,1.0,12.9,0.4,10.4,97.1
699,79.3,180.0,71.3,3.0,9.8,2.7,6.6,79.4
700,89.9,195.0,107.6,2.1,6.3,0.4,11.2,89.2
701,72.6,177.0,78.1,2.9,16.2,0.9,6.6,71.1
702,75.2,198.0,72.3,2.3,15.3,3.5,5.7,71.8
703,81.3,178.0,59.9,2.0,13.6,0.9,5.6,78.9
704,81.4,182.0,113.6,4.7,7.2,1.6,5.0,84.4
705,78.0,187.0,121.9,0.8,4.3,0.7,5.6,75.7
706,79.9,195.0,50.0,3.1,0.6,0.6,2.9,82.6
707,81.9,179.0,116.9,2.7,13.5,0.2,12.9,79.5
708,76.6,201.0,108.7,4.6,13.7,0.2,8.6,73.6
709,95.1,193.0,53.2,1.0,4.6,0.5,7.0,94.1
710,89.6,156.0,112.4,3.1,10.4,1.8,1.6,86.7
711,85.3,194.0,113.5,2.3,13.5,4.4,9.2,81.3
712,77.9,174.0,117.6,1.9,13.3,5.5,12.4,73.8
713,94.7,168.0,79.0,0.2,14.1,1.7,11.7,89.2
714,80.6,213.0,62.3,1.4,20.0,0.5,5.7,76.4
715,67.6,176.0,64.5,3.2,12.2,1.3,7.2,66.1
716,88.7,190.0,112.9,3.8,8.9,0.5,2.9,88.4
717,86.0,195.0,104.0,2.1,19.7,0.5,10.2,82.8
718,83.1,187.0,128.7,2.7,15.9,0.2,7.3,79.1
719,70.7,168.0,85.1,1.7,11.9,3.7,9.9,67.7
720,83.4,185.0,82.1,2.7,18.2,1.6,4.8,79.6
721,80.6,179.0,85.9,2.1,5.9,0.9,7.0,81.2
722,75.0,188.0,80.1,0.1,0.7,1.3,6.4,74.2
723,78.6,205.0,95.7,1.8,22.0,0.6,3.7,74.1
724,84.3,176.0,123.7,2.3,0.3,1.4,4.6,82.6
725,77.4,167.0,62.3,3.0,1.2,0.4,8.9,79.1
726,83.6,188.0,72.7,2.2,20.4,0.3,5.4,76.5
727,80.9,186.0,112.9,2.0,4.8,0.9,4.7,80.3
728,86.0,163.0,78.5,4.7,4.3,4.9,8.9,88.1
729,89.3,180.0,77.9,4.4,8.8,0.7,4.8,90.5
730,77.3,200.0,122.8,2.1,8.6,0.2,10.7,75.5
731,77.4,202.0,126.8,4.5,2.4,4.0,5.7,78.2
732,82.7,199.0,115.7,1.6,2.3,2.9,3.5,82.0
733,83.8,191.0,134.3,1.6,3.3,0.4,4.0,83.4
734,83.9,181.0,53.1,2.9,2.0,1.6,3.7,84.6
735,70.7,187.0,115.8,5.4,5.7,3.6,2.7,72.9
736,80.1,205.0,64.2,3.2,0.4,5.1,6.3,82.4
737,85.2,200.0,67.4,3.6,6.9,5.6,5.2,85.0
738,80.4,184.0,69.7,2.9,21.2,1.0,3.6,77.9
739,80.3,170.0,132.4,1.8,5.1,1.6,4.2,77.0
740,87.6,169.0,65.4,2.3,21.8,2.0,9.4,78.5
741,87.7,181.0,79.8,1.9,17.2,1.2,7.1,83.4
742,86.3,184.0,63.1,2.1,0.8,4.8,5.5,86.5
743,85.1,178.0,111.3,1.8,11.1,2.3,3.0,82.4
744,90.3,175.0,142.6,1.5,0.3,1.8,4.7,88.0
745,83.7,186.0,116.8,2.4,21.3,1.3,10.4,78.0
746,64.2,184.0,51.7,2.6,6.9,2.0,5.1,63.3
747,73.8,188.0,162.4,2.2,4.6,2.5,5.1,69.8
748,77.9,192.0,135.9,1.5,17.7,2.2,6.4,73.2
749,83.6,180.0,122.5,3.4,8.5,0.4,4.0,84.0
750,71.0,176.0,108.2,5.1,20.7,4.5,10.9,65.1
751,97.9,173.0,113.4,1.2,3.8,0.5,4.6,96.3
752,67.3,174.0,135.3,5.3,0.1,5.3,10.9,67.6
753,82.0,198.0,59.8,2.6,2.6,5.3,9.7,81.4
754,68.9,196.0,85.3,2.4,17.3,1.3,4.1,65.6
755,77.1,155.0,72.1,1.7,18.2,1.3,7.8,73.0
756,84.1,167.0,120.9,5.3,10.8,4.7,6.4,82.0
757,77.2,200.0,120.9,1.3,13.2,2.0,11.8,71.8
758,87.9,186.0,82.6,1.0,13.0,0.4,10.0,84.8
759,74.9,172.0,59.8,1.1,14.3,1.4,4.6,70.7
760,77.4,197.0,80.0,3.0,7.2,5.5,6.3,78.4
761,82.8,206.0,71.4,3.0,0.5,0.8,11.4,83.4
762,80.5,164.0,70.8,2.8,15.5,1.9,6.1,77.6
763,72.6,177.0,60.8,1.4,20.9,5.7,2.3,67.5
764,83.0,182.0,110.3,1.7,0.0,4.9,9.3,81.9
765,76.1,206.0,72.0,1.0,1.8,1.6,7.1,75.6
766,72.3,169.0,114.4,2.8,17.2,3.4,2.8,68.4
767,78.0,192.0,86.5,0.4,2.6,4.6,7.0,76.5
768,91.7,170.0,92.8,3.0,18.4,4.4,10.4,85.8
769,97.9,175.0,84.0,1.6,19.1,0.4,6.2,94.6
770,89.8,181.0,67.3,3.5,9.8,0.6,7.5,90.7
771,83.0,169.0,73.9,3.5,10.4,0.6,8.8,81.6
772,87.2,205.0,68.4,1.7,0.3,1.5,2.2,88.1
773,83.8,188.0,135.8,1.7,1.4,0.4,6.5,82.5
774,75.1,178.0,142.5,3.3,11.0,0.3,4.5,72.1
775,86.0,171.0,72.1,3.2,0.2,4.8,0.8,88.4
776,89.3,171.0,80.9,1.8,5.6,1.3,4.8,88.3
777,74.1,199.0,83.3,1.9,20.2,0.9,3.9,71.0
778,81.9,208.0,81.1,1.4,1.0,5.9,9.4,81.1
779,76.9,202.0,83.1,3.1,17.7,0.3,13.2,73.4
780,85.8,198.0,74.8,5.1,4.1,4.2,2.8,87.0
781,83.0,176.0,54.7,4.5,18.4,1.3,7.9,79.1
782,91.6,183.0,68.9,4.0,13.7,0.8,8.6,89.3
783,86.5,179.0,110.8,0.7,4.1,0.5,5.0,84.8
784,78.4,169.0,56.2,1.8,10.1,0.3,9.2,76.8
785,75.1,193.0,124.4,1.0,11.1,1.6,6.2,70.6
786,79.1,181.0,86.7,2.4,3.3,2.0,4.1,79.8
787,79.5,166.0,144.6,2.4,4.3,5.2,9.0,73.2
788,96.0,201.0,143.1,1.4,10.0,0.9,6.1,93.3
789,95.8,194.0,151.8,3.9,0.2,3.5,3.9,97.5
790,74.5,179.0,89.9,0.7,3.4,0.3,8.7,73.0
791,79.6,182.0,97.0,4.0,1.7,5.2,3.0,79.2
792,89.5,197.0,160.5,4.2,12.8,4.5,12.2,85.5
793,70.1,185.0,87.6,1.6,3.6,3.2,10.4,70.0
794,93.6,178.0,102.9,1.5,20.0,0.4,8.3,89.9
795,83.3,192.0,87.0,1.6,8.7,0.3,11.1,80.5
796,84.9,208.0,111.3,1.8,0.5,5.2,6.3,84.0
797,91.8,174.0,127.8,4.5,13.4,2.6,10.4,92.0
798,78.8,193.0,121.6,2.0,13.4,1.6,7.6,75.0
799,84.2,194.0,66.8,4.0,14.8,2.6,2.6,83.2
800,100.1,182.0,74.5,2.0,20.0,1.1,4.9,94.7
801,90.2,184.0,98.8,3.4,21.8,0.4,8.0,87.4
802,89.3,186.0,74.5,1.7,17.7,5.2,7.9,84.3
803,64.6,184.0,135.1,4.5,7.2,4.3,7.6,64.3
804,102.1,191.0,95.5,2.5,19.3,0.8,8.3,99.6
805,94.3,172.0,150.9,0.8,10.3,3.9,10.1,87.9
806,81.4,169.0,107.4,4.0,16.3,3.8,7.0,76.7
807,76.6,173.0,65.5,3.9,17.6,4.9,10.3,70.8
808,84.9,193.0,131.8,1.8,7.9,4.0,7.0,81.8
809,85.6,197.0,98.8,2.8,16.5,4.3,6.4,82.2
810,83.0,190.0,112.5,3.2,8.7,4.3,10.0,80.3
811,81.6,192.0,137.1,0.9,16.7,1.9,6.6,75.8
812,93.3,200.0,119.7,1.6,0.3,0.4,4.1,94.5
813,77.1,174.0,127.6,5.3,7.5,0.7,5.7,76.3
814,72.8,198.0,112.5,3.0,5.0,1.2,10.5,72.2
815,77.3,178.0,109.5,3.9,10.0,0.0,4.8,76.4
816,85.4,176.0,107.6,2.2,16.4,0.6,11.0,82.1
817,75.8,189.0,81.9,3.0,1.1,0.3,3.8,77.6
818,91.6,168.0,92.2,1.1,15.4,2.1,1.2,87.7
