,genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
1346,81.0,185.0,73.0,2.0,8.0,7.0,1.0,90.0
1347,81.0,164.0,77.0,1.0,19.0,9.0,2.0,59.0
1348,81.0,159.0,95.0,2.0,6.0,7.0,4.0,68.0
1349,81.0,196.0,76.0,3.0,13.0,8.0,2.0,88.0
1350,81.0,185.0,84.0,3.0,6.0,6.0,2.0,92.0
1351,81.0,190.0,91.0,2.0,10.0,8.0,2.0,76.0
1352,81.0,193.0,68.0,1.0,3.0,3.0,5.0,77.0
1353,81.0,194.0,61.0,2.0,1.0,7.0,3.0,93.0
1354,81.0,172.0,73.0,1.0,15.0,9.0,4.0,59.0
1355,81.0,186.0,105.0,1.0,13.0,5.0,2.0,66.0
1356,81.0,181.0,90.0,2.0,1.0,4.0,4.0,88.0
1357,81.0,186.0,66.0,1.0,1.0,7.0,4.0,73.0
1358,81.0,183.0,78.0,2.0,3.0,9.0,3.0,87.0
1359,81.0,176.0,91.0,1.0,5.0,7.0,3.0,67.0
1360,81.0,161.0,84.0,0.0,0.0,9.0,3.0,64.0
1361,81.0,181.0,66.0,1.0,21.0,3.0,3.0,63.0
1362,81.0,185.0,93.0,1.0,0.0,5.0,3.0,77.0
1363,81.0,171.0,72.0,2.0,0.0,7.0,4.0,79.0
1364,81.0,188.0,79.0,1.0,20.0,4.0,3.0,64.0
1365,81.0,178.0,62.0,1.0,6.0,6.0,4.0,77.0
1366,81.0,192.0,70.0,2.0,8.0,3.0,3.0,86.0
1367,81.0,192.0,66.0,1.0,3.0,1.0,3.0,81.0
1368,81.0,191.0,89.0,2.0,7.0,6.0,3.0,81.0
1369,81.0,190.0,75.0,2.0,13.0,7.0,2.0,77.0
1370,81.0,164.0,85.0,1.0,21.0,3.0,3.0,59.0
1371,81.0,189.0,81.0,1.0,5.0,9.0,1.0,78.0
1372,81.0,174.0,87.0,1.0,18.0,6.0,2.0,67.0
1373,81.0,195.0,69.0,1.0,14.0,6.0,1.0,72.0
1374,81.0,198.0,104.0,2.0,8.0,10.0,3.0,70.0
1375,81.0,179.0,83.0,1.0,19.0,6.0,1.0,68.0
1376,81.0,189.0,89.0,1.0,11.0,6.0,4.0,68.0
1377,81.0,168.0,68.0,2.0,1.0,3.0,3.0,92.0
1378,81.0,191.0,63.0,1.0,22.0,2.0,3.0,65.0
1379,81.0,173.0,94.0,3.0,4.0,1.0,1.0,97.0
1380,81.0,162.0,85.0,3.0,14.0,0.0,3.0,80.0
1381,81.0,194.0,83.0,1.0,2.0,1.0,2.0,85.0
1382,81.0,188.0,89.0,0.0,4.0,7.0,2.0,69.0
1383,81.0,189.0,85.0,1.0,10.0,6.0,3.0,73.0
1384,81.0,195.0,75.0,0.0,15.0,5.0,1.0,67.0
1385,81.0,176.0,79.0,2.0,6.0,0.0,3.0,85.0
1386,81.0,181.0,97.0,1.0,6.0,4.0,2.0,75.0
1387,81.0,175.0,95.0,1.0,7.0,4.0,3.0,69.0
1388,81.0,185.0,79.0,1.0,22.0,1.0,2.0,70.0
1389,81.0,196.0,80.0,1.0,7.0,8.0,1.0,78.0
1390,81.0,186.0,83.0,1.0,5.0,3.0,1.0,83.0
1391,81.0,186.0,71.0,2.0,18.0,10.0,2.0,74.0
1392,81.0,176.0,63.0,1.0,13.0,9.0,1.0,74.0
1393,81.0,158.0,99.0,2.0,20.0,8.0,2.0,59.0
1394,81.0,157.0,82.0,2.0,16.0,8.0,4.0,67.0
1395,81.0,194.0,92.0,0.0,10.0,6.0,4.0,57.0
1396,81.0,168.0,71.0,3.0,1.0,9.0,2.0,93.0
1397,81.0,170.0,84.0,2.0,3.0,6.0,3.0,83.0
1398,81.0,188.0,62.0,1.0,2.0,9.0,2.0,76.0
1399,81.0,160.0,61.0,0.0,6.0,2.0,3.0,67.0
1400,81.0,186.0,85.0,1.0,11.0,7.0,2.0,69.0
1401,81.0,184.0,68.0,2.0,1.0,5.0,3.0,87.0
1402,81.0,164.0,75.0,2.0,2.0,5.0,2.0,89.0
1403,81.0,173.0,88.0,1.0,18.0,8.0,2.0,65.0
1404,81.0,188.0,76.0,2.0,6.0,7.0,4.0,76.0
1405,81.0,187.0,60.0,2.0,0.0,2.0,5.0,89.0
1406,81.0,213.0,77.0,1.0,7.0,1.0,2.0,82.0
1407,81.0,161.0,77.0,1.0,3.0,3.0,3.0,71.0
1408,81.0,199.0,67.0,1.0,10.0,2.0,1.0,83.0
1409,81.0,176.0,73.0,4.0,20.0,7.0,1.0,91.0
1410,81.0,174.0,88.0,1.0,18.0,6.0,2.0,62.0
1411,81.0,174.0,90.0,1.0,16.0,6.0,1.0,65.0
1412,81.0,170.0,102.0,2.0,20.0,8.0,2.0,62.0
1413,81.0,174.0,80.0,1.0,7.0,4.0,3.0,73.0
1414,81.0,169.0,77.0,1.0,1.0,6.0,2.0,74.0
1415,81.0,168.0,102.0,1.0,14.0,0.0,1.0,73.0
1416,81.0,183.0,111.0,1.0,6.0,8.0,2.0,69.0
1417,81.0,208.0,69.0,3.0,3.0,5.0,3.0,104.0
1418,81.0,169.0,92.0,2.0,1.0,6.0,2.0,83.0
1419,81.0,172.0,61.0,1.0,16.0,6.0,2.0,64.0
1420,81.0,181.0,73.0,2.0,0.0,2.0,2.0,92.0
1421,81.0,188.0,91.0,,0.0,10.0,4.0,65.0
1422,81.0,164.0,79.0,1.0,8.0,8.0,2.0,68.0
1423,81.0,160.0,77.0,1.0,7.0,5.0,1.0,75.0
1424,81.0,192.0,83.0,2.0,21.0,6.0,4.0,63.0
1425,81.0,167.0,100.0,2.0,12.0,8.0,3.0,75.0
1426,81.0,181.0,78.0,3.0,7.0,8.0,3.0,87.0
1427,81.0,210.0,67.0,2.0,16.0,7.0,3.0,75.0
1428,81.0,200.0,83.0,2.0,0.0,8.0,2.0,88.0
1429,81.0,196.0,78.0,1.0,9.0,7.0,4.0,72.0
1430,81.0,185.0,97.0,2.0,0.0,4.0,3.0,84.0
1431,81.0,193.0,65.0,2.0,20.0,2.0,3.0,79.0
1432,81.0,191.0,90.0,3.0,14.0,6.0,1.0,89.0
1433,81.0,202.0,77.0,1.0,2.0,9.0,3.0,73.0
1434,81.0,196.0,81.0,3.0,0.0,1.0,1.0,105.0
1435,81.0,181.0,60.0,1.0,19.0,9.0,1.0,69.0
1436,81.0,179.0,69.0,2.0,21.0,2.0,1.0,79.0
1437,81.0,182.0,83.0,2.0,16.0,8.0,2.0,72.0
1438,81.0,174.0,64.0,1.0,0.0,2.0,3.0,81.0
1439,81.0,186.0,90.0,1.0,9.0,10.0,2.0,68.0
1440,81.0,179.0,95.0,2.0,0.0,9.0,4.0,76.0
1441,81.0,192.0,86.0,2.0,5.0,9.0,1.0,83.0
1442,81.0,190.0,89.0,2.0,3.0,1.0,3.0,86.0
1443,81.0,193.0,83.0,1.0,5.0,4.0,2.0,77.0
1444,81.0,160.0,66.0,0.0,3.0,2.0,4.0,68.0
1445,81.0,174.0,70.0,1.0,11.0,2.0,4.0,69.0
1446,81.0,164.0,102.0,1.0,15.0,8.0,2.0,60.0
1447,81.0,183.0,72.0,1.0,21.0,8.0,2.0,64.0
1448,81.0,193.0,78.0,2.0,2.0,9.0,2.0,86.0
1449,81.0,202.0,80.0,3.0,22.0,6.0,1.0,83.0
1450,81.0,199.0,84.0,3.0,0.0,4.0,2.0,106.0
1451,81.0,196.0,86.0,0.0,7.0,6.0,1.0,72.0
1452,81.0,165.0,100.0,1.0,11.0,1.0,3.0,61.0
1453,81.0,173.0,104.0,2.0,1.0,7.0,3.0,78.0
1454,81.0,191.0,84.0,3.0,15.0,2.0,3.0,90.0
1455,81.0,194.0,64.0,3.0,18.0,8.0,2.0,86.0
1456,81.0,172.0,60.0,1.0,7.0,1.0,4.0,70.0
1457,81.0,183.0,87.0,3.0,21.0,7.0,4.0,73.0
1458,81.0,191.0,73.0,1.0,2.0,9.0,1.0,81.0
1459,81.0,165.0,93.0,0.0,18.0,6.0,3.0,49.0
1460,81.0,174.0,61.0,2.0,13.0,6.0,3.0,77.0
1461,81.0,173.0,69.0,1.0,12.0,5.0,5.0,61.0
1462,81.0,205.0,67.0,3.0,1.0,9.0,4.0,99.0
1463,81.0,179.0,90.0,1.0,13.0,7.0,2.0,70.0
1464,81.0,155.0,98.0,2.0,4.0,9.0,2.0,78.0
1465,81.0,198.0,105.0,2.0,4.0,9.0,1.0,83.0
1466,81.0,187.0,68.0,4.0,22.0,9.0,4.0,81.0
1467,81.0,175.0,74.0,3.0,7.0,9.0,3.0,84.0
1468,81.0,194.0,80.0,1.0,2.0,5.0,3.0,77.0
1469,81.0,162.0,74.0,2.0,7.0,7.0,2.0,84.0
1470,81.0,213.0,97.0,3.0,3.0,5.0,2.0,101.0
1471,81.0,205.0,102.0,1.0,16.0,8.0,2.0,64.0
1472,81.0,173.0,92.0,2.0,3.0,6.0,2.0,79.0
1473,81.0,165.0,69.0,2.0,8.0,3.0,2.0,91.0
1474,81.0,184.0,104.0,1.0,19.0,6.0,2.0,58.0
1475,81.0,163.0,77.0,1.0,12.0,9.0,2.0,60.0
1476,81.0,182.0,61.0,1.0,5.0,9.0,3.0,77.0
1477,81.0,179.0,68.0,1.0,22.0,7.0,3.0,61.0
1478,81.0,193.0,72.0,2.0,11.0,7.0,4.0,73.0
1479,81.0,192.0,80.0,0.0,4.0,9.0,2.0,69.0
1480,81.0,191.0,85.0,1.0,0.0,6.0,3.0,78.0
1481,81.0,191.0,81.0,1.0,3.0,7.0,2.0,79.0
1482,81.0,176.0,86.0,1.0,13.0,1.0,2.0,76.0
1483,81.0,186.0,80.0,3.0,6.0,5.0,3.0,90.0
1484,81.0,197.0,62.0,2.0,7.0,9.0,2.0,90.0
1485,81.0,191.0,87.0,1.0,4.0,3.0,3.0,75.0
1486,81.0,161.0,74.0,2.0,5.0,7.0,1.0,84.0
1487,81.0,180.0,99.0,1.0,4.0,9.0,2.0,68.0
1488,81.0,177.0,82.0,2.0,2.0,5.0,3.0,81.0
1489,81.0,180.0,100.0,2.0,10.0,8.0,2.0,73.0
1490,81.0,197.0,87.0,3.0,17.0,8.0,2.0,81.0
1491,81.0,173.0,89.0,1.0,5.0,8.0,2.0,74.0
1492,81.0,200.0,96.0,2.0,17.0,8.0,2.0,76.0
1493,81.0,193.0,80.0,1.0,15.0,1.0,3.0,67.0
1494,81.0,175.0,85.0,1.0,21.0,9.0,4.0,48.0
1495,81.0,183.0,72.0,2.0,1.0,4.0,2.0,87.0
1496,81.0,165.0,92.0,1.0,0.0,6.0,2.0,76.0
1497,81.0,194.0,79.0,1.0,1.0,2.0,4.0,77.0
1498,81.0,190.0,61.0,1.0,0.0,8.0,2.0,81.0
1499,81.0,200.0,91.0,1.0,1.0,2.0,4.0,78.0
1500,81.0,194.0,79.0,1.0,20.0,4.0,2.0,61.0
1501,81.0,183.0,94.0,1.0,0.0,7.0,2.0,73.0
1502,81.0,161.0,78.0,2.0,12.0,9.0,2.0,75.0
1503,81.0,208.0,61.0,1.0,19.0,8.0,1.0,74.0
1504,81.0,192.0,87.0,1.0,22.0,9.0,5.0,48.0
1505,81.0,197.0,68.0,0.0,20.0,8.0,2.0,57.0
1506,81.0,172.0,66.0,3.0,6.0,4.0,2.0,98.0
1507,81.0,181.0,103.0,1.0,3.0,9.0,2.0,72.0
1508,81.0,159.0,84.0,1.0,2.0,6.0,2.0,71.0
1509,81.0,194.0,84.0,3.0,2.0,7.0,4.0,97.0
1510,81.0,177.0,93.0,1.0,0.0,6.0,2.0,78.0
1511,81.0,180.0,62.0,1.0,21.0,2.0,2.0,70.0
1512,81.0,184.0,62.0,3.0,22.0,9.0,5.0,73.0
1513,81.0,184.0,84.0,2.0,19.0,8.0,3.0,68.0
1514,81.0,185.0,89.0,1.0,15.0,7.0,1.0,72.0
1515,81.0,173.0,71.0,1.0,5.0,7.0,4.0,71.0
1516,81.0,177.0,86.0,2.0,17.0,7.0,1.0,74.0
1517,81.0,178.0,99.0,1.0,0.0,1.0,1.0,85.0
1518,81.0,156.0,110.0,1.0,8.0,9.0,3.0,58.0
1519,81.0,168.0,80.0,2.0,18.0,5.0,3.0,67.0
1520,81.0,188.0,70.0,1.0,15.0,3.0,4.0,68.0
1521,81.0,178.0,63.0,2.0,0.0,9.0,4.0,83.0
1522,81.0,173.0,94.0,2.0,0.0,7.0,3.0,81.0
1523,81.0,196.0,83.0,1.0,3.0,3.0,2.0,84.0
1524,81.0,155.0,95.0,1.0,13.0,1.0,1.0,65.0
1525,81.0,179.0,69.0,3.0,15.0,7.0,3.0,84.0
1526,81.0,180.0,73.0,1.0,12.0,9.0,2.0,70.0
1527,81.0,191.0,63.0,1.0,9.0,4.0,3.0,75.0
1528,81.0,176.0,63.0,1.0,5.0,7.0,2.0,73.0
1529,81.0,164.0,84.0,2.0,0.0,8.0,3.0,84.0
1530,81.0,194.0,82.0,1.0,3.0,9.0,2.0,75.0
1531,81.0,193.0,76.0,0.0,13.0,3.0,3.0,64.0
1532,81.0,194.0,65.0,3.0,4.0,5.0,3.0,98.0
1533,81.0,168.0,85.0,1.0,19.0,2.0,3.0,58.0
1534,81.0,174.0,85.0,2.0,1.0,6.0,4.0,86.0
1535,81.0,172.0,74.0,1.0,3.0,6.0,3.0,74.0
1536,81.0,176.0,82.0,2.0,21.0,3.0,1.0,74.0
1537,81.0,191.0,77.0,1.0,22.0,7.0,3.0,61.0
1538,81.0,163.0,65.0,1.0,5.0,9.0,4.0,68.0
1539,81.0,191.0,93.0,1.0,0.0,3.0,4.0,72.0
1540,81.0,161.0,70.0,2.0,19.0,5.0,3.0,72.0
1541,81.0,166.0,85.0,3.0,19.0,6.0,1.0,84.0
1542,81.0,184.0,80.0,2.0,15.0,9.0,3.0,76.0
1543,81.0,183.0,81.0,3.0,14.0,6.0,3.0,84.0
1544,81.0,177.0,93.0,2.0,3.0,7.0,2.0,79.0
1545,81.0,173.0,65.0,1.0,22.0,6.0,2.0,67.0
1546,80.0,200.0,68.0,0.0,1.0,6.0,3.0,74.0
1547,80.0,205.0,75.0,2.0,0.0,7.0,2.0,88.0
1548,80.0,179.0,81.0,2.0,6.0,9.0,3.0,80.0
1549,80.0,169.0,76.0,3.0,0.0,1.0,2.0,104.0
1550,80.0,197.0,94.0,3.0,2.0,5.0,2.0,95.0
1551,80.0,189.0,82.0,3.0,16.0,8.0,1.0,85.0
1552,80.0,174.0,85.0,2.0,19.0,8.0,2.0,63.0
1553,80.0,171.0,99.0,2.0,0.0,9.0,2.0,78.0
1554,80.0,189.0,92.0,0.0,8.0,6.0,2.0,65.0
1555,80.0,201.0,104.0,1.0,10.0,7.0,2.0,69.0
1556,80.0,167.0,73.0,3.0,0.0,5.0,4.0,95.0
1557,80.0,185.0,80.0,2.0,13.0,9.0,4.0,73.0
1558,80.0,204.0,63.0,1.0,7.0,9.0,1.0,81.0
1559,80.0,213.0,79.0,2.0,10.0,7.0,1.0,90.0
1560,80.0,176.0,96.0,2.0,11.0,10.0,3.0,73.0
1561,80.0,200.0,112.0,1.0,22.0,7.0,2.0,58.0
1562,80.0,169.0,75.0,2.0,6.0,6.0,1.0,83.0
1563,80.0,186.0,96.0,1.0,3.0,1.0,2.0,76.0
1564,80.0,160.0,82.0,2.0,2.0,5.0,2.0,85.0
1565,80.0,168.0,66.0,2.0,8.0,5.0,2.0,87.0
1566,80.0,200.0,72.0,2.0,2.0,7.0,1.0,87.0
1567,80.0,174.0,86.0,3.0,14.0,3.0,2.0,89.0
1568,80.0,192.0,71.0,3.0,15.0,9.0,3.0,88.0
1569,80.0,161.0,65.0,2.0,21.0,9.0,3.0,66.0
1570,80.0,171.0,82.0,1.0,5.0,6.0,3.0,72.0
1571,80.0,186.0,64.0,1.0,21.0,9.0,2.0,65.0
1572,80.0,177.0,74.0,4.0,22.0,8.0,1.0,88.0
1573,80.0,178.0,110.0,3.0,15.0,9.0,2.0,73.0
1574,80.0,160.0,72.0,1.0,1.0,8.0,4.0,73.0
1575,80.0,190.0,76.0,2.0,15.0,7.0,3.0,76.0
1576,80.0,168.0,74.0,1.0,5.0,9.0,2.0,73.0
1577,80.0,192.0,79.0,1.0,14.0,8.0,3.0,70.0
1578,80.0,168.0,79.0,1.0,2.0,4.0,1.0,84.0
1579,80.0,182.0,87.0,3.0,7.0,6.0,2.0,87.0
1580,80.0,196.0,75.0,1.0,3.0,9.0,1.0,78.0
1581,80.0,206.0,84.0,1.0,18.0,6.0,2.0,68.0
1582,80.0,183.0,90.0,1.0,13.0,8.0,1.0,67.0
1583,80.0,193.0,72.0,1.0,20.0,4.0,2.0,67.0
1584,80.0,183.0,88.0,1.0,19.0,6.0,3.0,52.0
1585,80.0,163.0,94.0,0.0,9.0,2.0,5.0,53.0
1586,80.0,179.0,81.0,1.0,8.0,0.0,4.0,75.0
1587,80.0,181.0,69.0,1.0,7.0,5.0,3.0,70.0
1588,80.0,175.0,81.0,2.0,20.0,7.0,3.0,69.0
1589,80.0,194.0,67.0,2.0,13.0,4.0,2.0,86.0
1590,80.0,159.0,86.0,1.0,1.0,9.0,3.0,65.0
1591,80.0,190.0,98.0,1.0,12.0,2.0,5.0,62.0
1592,80.0,169.0,69.0,1.0,10.0,0.0,2.0,79.0
1593,80.0,194.0,69.0,1.0,0.0,7.0,2.0,84.0
1594,80.0,186.0,73.0,1.0,22.0,6.0,4.0,62.0
1595,80.0,203.0,69.0,1.0,6.0,0.0,2.0,89.0
1596,80.0,176.0,66.0,3.0,1.0,8.0,3.0,96.0
1597,80.0,181.0,96.0,2.0,19.0,6.0,2.0,69.0
1598,80.0,177.0,104.0,1.0,12.0,6.0,3.0,59.0
1599,80.0,191.0,84.0,3.0,1.0,7.0,5.0,84.0
1600,80.0,202.0,64.0,2.0,18.0,8.0,4.0,69.0
1601,80.0,184.0,106.0,0.0,7.0,6.0,2.0,63.0
1602,80.0,170.0,74.0,2.0,5.0,9.0,3.0,80.0
1603,80.0,208.0,94.0,1.0,11.0,5.0,2.0,76.0
1604,80.0,154.0,87.0,1.0,14.0,3.0,5.0,54.0
1605,80.0,192.0,75.0,2.0,10.0,9.0,3.0,82.0
1606,80.0,179.0,72.0,1.0,1.0,6.0,2.0,83.0
1607,80.0,186.0,65.0,1.0,7.0,8.0,1.0,75.0
1608,80.0,178.0,90.0,1.0,17.0,1.0,1.0,70.0
1609,80.0,195.0,82.0,1.0,10.0,9.0,2.0,66.0
1610,80.0,185.0,84.0,1.0,6.0,5.0,2.0,78.0
1611,80.0,177.0,89.0,2.0,4.0,2.0,3.0,86.0
1612,80.0,172.0,85.0,1.0,15.0,3.0,2.0,62.0
1613,80.0,176.0,84.0,2.0,8.0,1.0,1.0,91.0
1614,80.0,164.0,69.0,3.0,7.0,2.0,2.0,92.0
1615,80.0,184.0,77.0,2.0,3.0,7.0,3.0,81.0
1616,80.0,181.0,93.0,1.0,4.0,1.0,3.0,74.0
1617,80.0,176.0,79.0,2.0,8.0,5.0,4.0,73.0
1618,80.0,185.0,85.0,3.0,21.0,9.0,2.0,75.0
1619,80.0,181.0,75.0,1.0,13.0,8.0,2.0,68.0
1620,80.0,191.0,93.0,2.0,12.0,6.0,3.0,73.0
1621,80.0,210.0,93.0,2.0,0.0,7.0,1.0,90.0
1622,80.0,172.0,77.0,2.0,9.0,3.0,3.0,78.0
1623,80.0,189.0,81.0,3.0,11.0,5.0,5.0,80.0
1624,80.0,184.0,69.0,1.0,22.0,6.0,2.0,65.0
1625,80.0,185.0,98.0,2.0,20.0,1.0,3.0,66.0
1626,80.0,199.0,88.0,3.0,17.0,4.0,2.0,88.0
1627,80.0,195.0,64.0,2.0,6.0,5.0,1.0,88.0
1628,80.0,181.0,82.0,1.0,4.0,4.0,3.0,74.0
1629,80.0,170.0,93.0,3.0,3.0,8.0,2.0,90.0
1630,80.0,197.0,105.0,3.0,8.0,2.0,1.0,95.0
1631,80.0,,90.0,2.0,7.0,7.0,3.0,74.0
1632,80.0,191.0,75.0,3.0,6.0,4.0,1.0,96.0
1633,80.0,197.0,90.0,1.0,13.0,2.0,2.0,73.0
1634,80.0,175.0,69.0,1.0,15.0,5.0,2.0,72.0
1635,80.0,199.0,71.0,3.0,6.0,1.0,3.0,96.0
1636,80.0,178.0,80.0,1.0,11.0,7.0,5.0,60.0
1637,80.0,202.0,71.0,2.0,1.0,6.0,1.0,92.0
1638,80.0,170.0,81.0,1.0,3.0,8.0,2.0,72.0
1639,80.0,192.0,100.0,3.0,6.0,2.0,2.0,91.0
1640,80.0,204.0,85.0,2.0,8.0,5.0,3.0,84.0
1641,80.0,187.0,77.0,3.0,6.0,4.0,4.0,93.0
1642,80.0,192.0,92.0,2.0,11.0,8.0,2.0,74.0
1643,80.0,188.0,68.0,1.0,4.0,8.0,2.0,75.0
1644,80.0,195.0,92.0,3.0,1.0,7.0,2.0,94.0
1645,80.0,174.0,61.0,1.0,0.0,5.0,1.0,88.0
1646,80.0,161.0,67.0,2.0,1.0,5.0,4.0,85.0
1647,80.0,168.0,74.0,2.0,2.0,4.0,4.0,79.0
1648,80.0,178.0,89.0,2.0,4.0,6.0,4.0,76.0
1649,80.0,166.0,79.0,1.0,0.0,3.0,1.0,77.0
1650,80.0,172.0,99.0,2.0,3.0,6.0,3.0,80.0
1651,80.0,179.0,87.0,3.0,13.0,3.0,1.0,88.0
1652,80.0,164.0,82.0,1.0,6.0,3.0,2.0,78.0
1653,80.0,169.0,85.0,2.0,8.0,6.0,3.0,74.0
1654,80.0,173.0,86.0,1.0,17.0,9.0,1.0,62.0
1655,80.0,182.0,82.0,3.0,3.0,4.0,2.0,94.0
1656,80.0,171.0,71.0,1.0,0.0,8.0,2.0,73.0
1657,80.0,197.0,84.0,0.0,20.0,1.0,2.0,63.0
1658,80.0,182.0,86.0,2.0,12.0,9.0,3.0,69.0
1659,80.0,171.0,64.0,2.0,17.0,1.0,1.0,78.0
1660,80.0,178.0,81.0,2.0,11.0,4.0,5.0,70.0
1661,80.0,195.0,61.0,1.0,22.0,4.0,2.0,72.0
1662,80.0,162.0,108.0,2.0,13.0,5.0,5.0,65.0
1663,80.0,176.0,78.0,2.0,17.0,9.0,3.0,73.0
1664,80.0,178.0,66.0,1.0,13.0,6.0,3.0,69.0
1665,80.0,197.0,69.0,1.0,21.0,7.0,3.0,63.0
1666,80.0,179.0,76.0,1.0,17.0,3.0,2.0,71.0
1667,80.0,168.0,78.0,1.0,0.0,5.0,2.0,78.0
1668,80.0,190.0,88.0,0.0,10.0,6.0,2.0,63.0
1669,80.0,211.0,65.0,3.0,4.0,2.0,2.0,100.0
1670,80.0,175.0,77.0,4.0,7.0,6.0,3.0,95.0
1671,80.0,188.0,66.0,2.0,13.0,8.0,1.0,82.0
1672,80.0,176.0,79.0,1.0,0.0,2.0,2.0,83.0
1673,80.0,196.0,77.0,3.0,9.0,7.0,2.0,94.0
1674,80.0,193.0,79.0,1.0,0.0,8.0,4.0,72.0
1675,80.0,198.0,78.0,1.0,4.0,2.0,1.0,86.0
1676,80.0,179.0,63.0,1.0,9.0,8.0,2.0,71.0
1677,80.0,188.0,84.0,1.0,13.0,7.0,2.0,66.0
1678,80.0,183.0,87.0,1.0,19.0,8.0,2.0,60.0
1679,80.0,183.0,65.0,1.0,9.0,8.0,3.0,70.0
1680,80.0,166.0,70.0,1.0,20.0,9.0,3.0,58.0
1681,80.0,190.0,82.0,1.0,20.0,4.0,3.0,60.0
1682,80.0,188.0,84.0,1.0,20.0,1.0,2.0,71.0
1683,80.0,181.0,77.0,1.0,5.0,4.0,2.0,79.0
1684,80.0,169.0,100.0,2.0,4.0,6.0,1.0,77.0
1685,80.0,198.0,74.0,1.0,11.0,2.0,2.0,75.0
1686,80.0,164.0,69.0,2.0,10.0,7.0,3.0,70.0
1687,80.0,208.0,79.0,1.0,8.0,8.0,2.0,77.0
1688,80.0,205.0,67.0,2.0,20.0,6.0,2.0,74.0
1689,80.0,205.0,92.0,1.0,0.0,6.0,3.0,79.0
1690,80.0,161.0,64.0,0.0,2.0,2.0,3.0,68.0
1691,80.0,182.0,77.0,2.0,0.0,4.0,2.0,91.0
1692,80.0,195.0,71.0,2.0,11.0,9.0,3.0,75.0
1693,80.0,212.0,85.0,1.0,1.0,1.0,2.0,92.0
1694,80.0,181.0,70.0,2.0,0.0,6.0,3.0,89.0
1695,80.0,181.0,65.0,1.0,13.0,7.0,3.0,66.0
1696,80.0,187.0,72.0,3.0,2.0,1.0,2.0,105.0
1697,80.0,185.0,91.0,0.0,4.0,1.0,2.0,74.0
1698,80.0,176.0,85.0,1.0,0.0,7.0,1.0,80.0
1699,80.0,199.0,82.0,1.0,2.0,4.0,3.0,77.0
1700,80.0,181.0,66.0,3.0,19.0,1.0,2.0,94.0
1701,80.0,208.0,94.0,0.0,10.0,0.0,3.0,67.0
1702,80.0,169.0,77.0,1.0,22.0,8.0,3.0,53.0
1703,80.0,212.0,92.0,3.0,17.0,2.0,1.0,96.0
1704,80.0,189.0,72.0,2.0,5.0,5.0,2.0,88.0
1705,80.0,169.0,67.0,2.0,21.0,8.0,3.0,67.0
1706,80.0,185.0,73.0,1.0,8.0,5.0,2.0,74.0
1707,80.0,176.0,61.0,1.0,14.0,9.0,2.0,67.0
1708,80.0,187.0,99.0,1.0,8.0,2.0,3.0,69.0
1709,80.0,198.0,62.0,1.0,22.0,5.0,3.0,66.0
1710,80.0,188.0,70.0,2.0,4.0,9.0,3.0,81.0
1711,80.0,168.0,87.0,1.0,20.0,3.0,2.0,62.0
1712,80.0,155.0,97.0,3.0,6.0,0.0,3.0,82.0
1713,80.0,178.0,73.0,2.0,11.0,4.0,2.0,80.0
1714,80.0,186.0,81.0,3.0,22.0,9.0,1.0,77.0
1715,80.0,167.0,73.0,2.0,12.0,7.0,3.0,75.0
1716,80.0,172.0,89.0,1.0,20.0,7.0,3.0,59.0
1717,80.0,165.0,65.0,1.0,11.0,0.0,2.0,78.0
1718,80.0,163.0,66.0,2.0,15.0,8.0,1.0,79.0
1719,80.0,189.0,88.0,2.0,5.0,3.0,2.0,93.0
1720,80.0,181.0,72.0,1.0,19.0,8.0,2.0,61.0
1721,80.0,198.0,72.0,2.0,17.0,1.0,1.0,81.0
1722,80.0,180.0,102.0,2.0,7.0,8.0,2.0,80.0
1723,80.0,194.0,70.0,1.0,4.0,8.0,2.0,80.0
1724,80.0,189.0,63.0,2.0,1.0,8.0,2.0,86.0
1725,80.0,187.0,79.0,0.0,3.0,0.0,3.0,73.0
1726,80.0,180.0,99.0,2.0,8.0,0.0,3.0,79.0
1727,80.0,173.0,60.0,2.0,8.0,7.0,2.0,87.0
1728,80.0,173.0,93.0,3.0,16.0,3.0,2.0,83.0
1729,80.0,183.0,110.0,1.0,9.0,3.0,1.0,69.0
1730,80.0,187.0,79.0,1.0,0.0,8.0,2.0,80.0
1731,80.0,168.0,107.0,3.0,6.0,4.0,3.0,80.0
1732,80.0,163.0,69.0,3.0,3.0,8.0,3.0,85.0
1733,80.0,200.0,100.0,1.0,2.0,8.0,3.0,75.0
1734,80.0,164.0,67.0,3.0,9.0,3.0,4.0,92.0
1735,80.0,177.0,82.0,2.0,4.0,5.0,1.0,87.0
1736,80.0,205.0,87.0,2.0,21.0,3.0,3.0,75.0
1737,80.0,176.0,74.0,2.0,1.0,6.0,2.0,89.0
1738,80.0,170.0,91.0,2.0,1.0,7.0,3.0,86.0
1739,80.0,189.0,83.0,1.0,14.0,7.0,4.0,60.0
1740,80.0,191.0,104.0,2.0,21.0,9.0,3.0,60.0
1741,80.0,194.0,66.0,1.0,21.0,9.0,2.0,65.0
1742,80.0,178.0,85.0,1.0,0.0,1.0,4.0,74.0
1743,80.0,203.0,107.0,1.0,9.0,0.0,1.0,77.0
1744,80.0,186.0,80.0,1.0,1.0,9.0,3.0,78.0
